Source,SDSM Time (ms),Detection Time (ms),Object ID,Expected Latitude,Expected Longitude,SDSM Latitude,SDSM Longitude,Expected East (m),Expected North (m),Error East (m),Error North (m),Position Error (m),Speed (m/s),Expected Heading (deg),SDSM Heading (deg),Heading Error (deg)
kafka,1789494820675,1789494820625,8140,38.954897735,-77.148455994,38.954897635,-77.148455029,-0.32,-14.35,0.0837,-0.0111,0.0844,0.754,43.0,43.0,0.0
kafka,1789494820775,1789494820725,8140,38.954897757,-77.148455539,38.954897635,-77.148455029,-0.281,-14.348,0.0443,-0.0135,0.0463,0.578,15.0,14.9875,-0.0125
kafka,1789494820875,1789494820825,8140,38.954899956,-77.14845506,38.954899437,-77.148453875,-0.239,-14.104,0.1027,-0.0576,0.1178,1.073,12.0,12.0,0.0
kafka,1789494820975,1789494820928,8140,38.954900999,-77.148455493,38.954900338,-77.148455029,-0.277,-13.988,0.0403,-0.0734,0.0837,1.316,10.0,10.0,0.0
kafka,1789494821075,1789494821027,8140,38.954902068,-77.148455037,38.954901238,-77.148453875,-0.237,-13.869,0.1007,-0.0922,0.1365,1.316,9.0,9.0,0.0
kafka,1789494821175,1789494821127,8140,38.954902068,-77.148455037,38.954901238,-77.148453875,-0.237,-13.869,0.1007,-0.0922,0.1365,1.068,8.0,8.0,0.0
kafka,1789494821275,1789494821228,8140,38.95490209,-77.148454595,38.954901238,-77.148453875,-0.199,-13.867,0.0624,-0.0945,0.1133,1.066,9.0,9.0,0.0
kafka,1789494821375,1789494821327,8140,38.954902111,-77.148454153,38.954901238,-77.148453875,-0.161,-13.865,0.0241,-0.0968,0.0998,0.647,11.0,11.0,0.0
kafka,1789494821475,1789494821428,8140,38.95490414,-77.148454579,38.954903941,-77.148453875,-0.198,-13.639,0.061,-0.0221,0.0649,0.86,10.0,10.0,0.0
kafka,1789494821575,1789494821526,8140,38.954906131,-77.148454563,38.954905742,-77.148453875,-0.196,-13.418,0.0597,-0.0432,0.0737,1.052,9.0,9.0,0.0
kafka,1789494821675,1789494821626,8140,38.954908066,-77.148454548,38.954907544,-77.148453875,-0.195,-13.203,0.0583,-0.058,0.0823,1.482,9.0,9.0,0.0
kafka,1789494821775,1789494821726,8140,38.954910848,-77.14845494,38.954910246,-77.148453875,-0.229,-12.895,0.0923,-0.0668,0.1139,2.026,8.0,8.0,0.0
kafka,1789494821875,1789494821826,8140,38.954910848,-77.14845494,38.954910246,-77.148453875,-0.229,-12.895,0.0923,-0.0668,0.1139,1.95,9.0,9.0,0.0
kafka,1789494821975,1789494821925,8140,38.954910848,-77.14845494,38.954910246,-77.148453875,-0.229,-12.895,0.0923,-0.0668,0.1139,1.493,9.0,9.0,0.0
kafka,1789494822075,1789494822028,8140,38.954911756,-77.14845493,38.954911147,-77.148453875,-0.228,-12.794,0.0914,-0.0676,0.1137,1.252,10.0,10.0,0.0
kafka,1789494822175,1789494822128,8140,38.954915265,-77.148454891,38.95491475,-77.148453875,-0.225,-12.404,0.0881,-0.0572,0.105,1.602,14.0,14.0,0.0
kafka,1789494822275,1789494822229,8140,38.954916969,-77.148454478,38.954916552,-77.148453875,-0.189,-12.215,0.0523,-0.0464,0.0699,1.366,17.0,17.0,0.0
kafka,1789494822375,1789494822329,8140,38.954919414,-77.148454458,38.954919254,-77.148453875,-0.187,-11.944,0.0506,-0.0178,0.0536,1.909,12.0,12.0,0.0
kafka,1789494822475,1789494822429,8140,38.954919433,-77.148454071,38.954919254,-77.148453875,-0.154,-11.942,0.017,-0.0199,0.0262,1.976,9.0,9.0,0.0
kafka,1789494822575,1789494822527,8140,38.954919433,-77.148454071,38.954919254,-77.148453875,-0.154,-11.942,0.017,-0.0199,0.0262,1.774,8.0,8.0,0.0
kafka,1789494822675,1789494822627,8140,38.954920245,-77.148453683,38.954920155,-77.148452721,-0.12,-11.851,0.0834,-0.01,0.084,1.188,7.0,6.987500000000001,-0.0125
kafka,1789494822775,1789494822728,8140,38.954923337,-77.148453303,38.954922857,-77.148452721,-0.087,-11.508,0.0505,-0.0533,0.0734,1.492,6.0,6.0,0.0
kafka,1789494822875,1789494822827,8140,38.954924817,-77.148453306,38.954924659,-77.148452721,-0.087,-11.344,0.0507,-0.0176,0.0536,1.278,5.0,4.987500000000001,-0.0125
kafka,1789494822975,1789494822928,8140,38.954925543,-77.148453307,38.954924659,-77.148452721,-0.087,-11.263,0.0508,-0.0982,0.1105,1.372,5.0,4.987500000000001,-0.0125
kafka,1789494823075,1789494823030,8140,38.954926278,-77.148452942,38.954925559,-77.148452721,-0.056,-11.182,0.0192,-0.0798,0.082,1.547,6.0,6.0,0.0
kafka,1789494823175,1789494823130,8140,38.954926278,-77.148452942,38.954925559,-77.148452721,-0.056,-11.182,0.0192,-0.0798,0.082,1.354,6.0,6.0,0.0
kafka,1789494823275,1789494823229,8140,38.954926295,-77.148452577,38.954925559,-77.148451568,-0.024,-11.18,0.0875,-0.0817,0.1197,0.728,7.0,7.0,0.0
kafka,1789494823375,1789494823331,8140,38.954926313,-77.148452211,38.954925559,-77.148451568,0.008,-11.178,0.0558,-0.0836,0.1005,0.463,8.0,8.0,0.0
kafka,1789494823475,1789494823431,8140,38.954928446,-77.148451516,38.954928262,-77.148450414,0.068,-10.941,0.0956,-0.0204,0.0977,0.791,10.0,10.0,0.0
kafka,1789494823575,1789494823528,8140,38.95492982,-77.148451185,38.954929163,-77.148450414,0.097,-10.788,0.0669,-0.0729,0.0989,0.926,11.0,11.0,0.0
kafka,1789494823675,1789494823629,8140,38.95493052,-77.148450494,38.954930063,-77.14844926,0.157,-10.711,0.1069,-0.0507,0.1183,1.122,13.0,12.9875,-0.0125
kafka,1789494823775,1789494823728,8140,38.95493052,-77.148450494,38.954930063,-77.14844926,0.157,-10.711,0.1069,-0.0507,0.1183,1.059,15.0,14.9875,-0.0125
kafka,1789494823875,1789494823828,8140,38.954930536,-77.148450141,38.954930063,-77.14844926,0.187,-10.709,0.0763,-0.0525,0.0927,1.057,21.0,21.0,0.0
kafka,1789494823975,1789494823927,8140,38.954930536,-77.148450141,38.954930063,-77.14844926,0.187,-10.709,0.0763,-0.0525,0.0927,0.568,22.0,21.9875,-0.0125
kafka,1789494824075,1789494824030,8140,38.954930536,-77.148450141,38.954930063,-77.14844926,0.187,-10.709,0.0763,-0.0525,0.0927,0.258,20.0,20.0,0.0
kafka,1789494824175,1789494824130,8140,38.954930536,-77.148450141,38.954930063,-77.14844926,0.187,-10.709,0.0763,-0.0525,0.0927,0.061,23.0,23.0,
kafka,1789494827660,1789494827636,8140,38.954929972,-77.148447993,38.954929163,-77.148446953,0.373,-10.772,0.0901,-0.0899,0.1273,0.123,86.0,86.0,0.0
kafka,1789494827763,1789494827733,8140,38.954929972,-77.148447993,38.954929163,-77.148446953,0.373,-10.772,0.0901,-0.0899,0.1273,0.123,86.0,86.0,0.0
kafka,1789494827862,1789494827833,8140,38.954929972,-77.148447993,38.954929163,-77.148446953,0.373,-10.772,0.0901,-0.0899,0.1273,0.062,86.0,86.0,
kafka,1789494827962,1789494827934,8140,38.954930604,-77.148448731,38.954930063,-77.148448107,0.309,-10.701,0.0541,-0.06,0.0808,0.251,130.0,130.0,-0.0
kafka,1789494828063,1789494828035,8140,38.954930604,-77.148448731,38.954930063,-77.148448107,0.309,-10.701,0.0541,-0.06,0.0808,0.251,117.0,117.0,-0.0
kafka,1789494828173,1789494828134,8140,38.954930604,-77.148448731,38.954930063,-77.148448107,0.309,-10.701,0.0541,-0.06,0.0808,0.19,115.0,115.0,-0.0
kafka,1789494828273,1789494828236,8140,38.954929972,-77.148447993,38.954929163,-77.148446953,0.373,-10.772,0.0901,-0.0899,0.1273,0.38,120.0,120.0,-0.0
kafka,1789494828374,1789494828337,8140,38.954929955,-77.148448348,38.954929163,-77.148448107,0.343,-10.773,0.0209,-0.088,0.0904,0.441,110.0,109.98750000000001,-0.0125
kafka,1789494828474,1789494828436,8140,38.954930604,-77.148448731,38.954930063,-77.148448107,0.309,-10.701,0.0541,-0.06,0.0808,0.41,86.0,86.0,0.0
kafka,1789494828574,1789494828534,8140,38.954930604,-77.148448731,38.954930063,-77.148448107,0.309,-10.701,0.0541,-0.06,0.0808,0.41,322.0,322.0,0.0
kafka,1789494828674,1789494828634,8140,38.954930604,-77.148448731,38.954930063,-77.148448107,0.309,-10.701,0.0541,-0.06,0.0808,0.41,322.0,322.0,0.0
kafka,1789494828774,1789494828734,8140,38.954930587,-77.148449083,38.954930063,-77.148448107,0.279,-10.703,0.0847,-0.0581,0.1027,0.281,315.0,315.0,0.0
kafka,1789494828874,1789494828834,8140,38.954930587,-77.148449083,38.954930063,-77.148448107,0.279,-10.703,0.0847,-0.0581,0.1027,0.22,311.0,311.0,0.0
kafka,1789494828974,1789494828935,8140,38.954930587,-77.148449083,38.954930063,-77.148448107,0.279,-10.703,0.0847,-0.0581,0.1027,0.061,312.0,312.0,
kafka,1789494829074,1789494829036,8140,38.954929921,-77.148449057,38.954929163,-77.148448107,0.281,-10.777,0.0824,-0.0842,0.1178,0.209,304.0,304.0,0.0
kafka,1789494829174,1789494829136,8140,38.954929921,-77.148449057,38.954929163,-77.148448107,0.281,-10.777,0.0824,-0.0842,0.1178,0.209,298.0,298.0,0.0
kafka,1789494829274,1789494829237,8140,38.954929921,-77.148449057,38.954929163,-77.148448107,0.281,-10.777,0.0824,-0.0842,0.1178,0.148,290.0,290.0,0.0
kafka,1789494829374,1789494829336,8140,38.954929921,-77.148449057,38.954929163,-77.148448107,0.281,-10.777,0.0824,-0.0842,0.1178,0.148,277.0,277.0,0.0
kafka,1789494829476,1789494829437,8140,38.954930587,-77.148449083,38.954930063,-77.148448107,0.279,-10.703,0.0847,-0.0581,0.1027,0.296,282.0,282.0,0.0
kafka,1789494829576,1789494829535,8140,38.954930587,-77.148449083,38.954930063,-77.148448107,0.279,-10.703,0.0847,-0.0581,0.1027,0.148,286.0,286.0,0.0
kafka,1789494829676,1789494829635,8140,38.954929955,-77.148448348,38.954929163,-77.148448107,0.343,-10.773,0.0209,-0.088,0.0904,0.337,292.0,292.0,0.0
kafka,1789494829776,1789494829735,8140,38.954929955,-77.148448348,38.954929163,-77.148448107,0.343,-10.773,0.0209,-0.088,0.0904,0.337,295.0,295.0,0.0
kafka,1789494829876,1789494829835,8140,38.954929955,-77.148448348,38.954929163,-77.148448107,0.343,-10.773,0.0209,-0.088,0.0904,0.337,114.0,114.0,0.0
kafka,1789494829976,1789494829936,8140,38.954929955,-77.148448348,38.954929163,-77.148448107,0.343,-10.773,0.0209,-0.088,0.0904,0.19,126.0,126.0,-0.0
kafka,1789494830077,1789494830036,8140,38.954929938,-77.148448702,38.954929163,-77.148448107,0.312,-10.775,0.0516,-0.0861,0.1004,0.251,136.0,136.0,-0.0
kafka,1789494830177,1789494830136,8140,38.954929938,-77.148448702,38.954929163,-77.148448107,0.312,-10.775,0.0516,-0.0861,0.1004,0.062,130.0,130.0,
kafka,1789494830278,1789494830238,8140,38.954929938,-77.148448702,38.954929163,-77.148448107,0.312,-10.775,0.0516,-0.0861,0.1004,0.062,87.0,87.0,
kafka,1789494830378,1789494830337,8140,38.954929938,-77.148448702,38.954929163,-77.148448107,0.312,-10.775,0.0516,-0.0861,0.1004,0.062,86.0,86.0,
kafka,1789494830478,1789494830438,8140,38.954929938,-77.148448702,38.954929163,-77.148448107,0.312,-10.775,0.0516,-0.0861,0.1004,0.062,86.0,86.0,
kafka,1789494830578,1789494830536,8140,38.954929938,-77.148448702,38.954929163,-77.148448107,0.312,-10.775,0.0516,-0.0861,0.1004,0.0,0.0,0.0,
kafka,1789494830678,1789494830636,8140,38.954929938,-77.148448702,38.954929163,-77.148448107,0.312,-10.775,0.0516,-0.0861,0.1004,0.0,0.0,0.0,
kafka,1789494830778,1789494830736,8140,38.954929938,-77.148448702,38.954929163,-77.148448107,0.312,-10.775,0.0516,-0.0861,0.1004,0.0,0.0,0.0,
kafka,1789494830878,1789494830836,8140,38.954929938,-77.148448702,38.954929163,-77.148448107,0.312,-10.775,0.0516,-0.0861,0.1004,0.0,0.0,0.0,
kafka,1789494830978,1789494830936,8140,38.954929921,-77.148449057,38.954929163,-77.148448107,0.281,-10.777,0.0824,-0.0842,0.1178,0.062,86.0,86.0,
kafka,1789494831078,1789494831038,8140,38.954929921,-77.148449057,38.954929163,-77.148448107,0.281,-10.777,0.0824,-0.0842,0.1178,0.062,266.0,266.0,
kafka,1789494831178,1789494831138,8140,38.954929938,-77.148448702,38.954929163,-77.148448107,0.312,-10.775,0.0516,-0.0861,0.1004,0.123,266.0,266.0,0.0
kafka,1789494831278,1789494831239,8140,38.954929938,-77.148448702,38.954929163,-77.148448107,0.312,-10.775,0.0516,-0.0861,0.1004,0.123,266.0,266.0,0.0
kafka,1789494831378,1789494831339,8140,38.954929938,-77.148448702,38.954929163,-77.148448107,0.312,-10.775,0.0516,-0.0861,0.1004,0.123,266.0,266.0,0.0
kafka,1789494831478,1789494831439,8140,38.954929938,-77.148448702,38.954929163,-77.148448107,0.312,-10.775,0.0516,-0.0861,0.1004,0.062,266.0,266.0,
kafka,1789494831578,1789494831537,8140,38.954930621,-77.148448378,38.954930063,-77.148448107,0.34,-10.7,0.0235,-0.0619,0.0662,0.223,47.0,47.0,0.0
kafka,1789494831678,1789494831637,8140,38.954931329,-77.148447357,38.954930964,-77.148446953,0.428,-10.621,0.035,-0.0405,0.0535,0.398,40.0,40.0,0.0
kafka,1789494831778,1789494831738,8140,38.954932637,-77.148447082,38.954931865,-77.148446953,0.452,-10.476,0.0112,-0.0857,0.0864,0.693,29.0,29.0,0.0
kafka,1789494831880,1789494831838,8140,38.954933271,-77.148447119,38.954932766,-77.148446953,0.449,-10.405,0.0144,-0.0561,0.0579,0.834,25.0,25.0,0.0
kafka,1789494831980,1789494831938,8140,38.954933288,-77.148446774,38.954932766,-77.148445799,0.479,-10.403,0.0845,-0.058,0.1025,0.894,25.0,25.0,0.0
kafka,1789494832081,1789494832040,8140,38.95493337,-77.148445052,38.954932766,-77.148444646,0.628,-10.394,0.0352,-0.0671,0.0758,1.031,34.0,34.0,0.0
kafka,1789494832181,1789494832139,8140,38.954933436,-77.148443674,38.954932766,-77.148443492,0.748,-10.387,0.0158,-0.0744,0.0761,1.034,42.0,42.0,0.0
kafka,1789494832281,1789494832240,8140,38.954933469,-77.148442986,38.954932766,-77.148442338,0.807,-10.383,0.0561,-0.078,0.0961,0.859,45.0,45.0,0.0
kafka,1789494832381,1789494832340,8140,38.95493539,-77.148441811,38.954934567,-77.148441185,0.909,-10.17,0.0543,-0.0914,0.1063,1.191,48.0,48.0,0.0
kafka,1789494832481,1789494832440,8140,38.9549372,-77.148441674,38.954936369,-77.148441185,0.921,-9.969,0.0424,-0.0922,0.1015,1.533,45.0,45.0,0.0
kafka,1789494832581,1789494832537,8140,38.954938965,-77.148441214,38.95493817,-77.148440031,0.961,-9.773,0.1026,-0.0882,0.1353,1.634,42.0,42.0,0.0
kafka,1789494832681,1789494832638,8140,38.954939043,-77.148439578,38.95493817,-77.148438877,1.103,-9.764,0.0607,-0.0969,0.1143,1.679,41.0,41.0,0.0
kafka,1789494832781,1789494832738,8140,38.95493909,-77.148438596,38.954939071,-77.148437724,1.188,-9.759,0.0756,-0.0021,0.0756,1.73,42.0,41.987500000000004,-0.0125
kafka,1789494832881,1789494832838,8140,38.954942417,-77.148438438,38.954941774,-77.148437724,1.202,-9.39,0.0619,-0.0714,0.0945,1.996,39.0,39.0,0.0
kafka,1789494832981,1789494832939,8140,38.954944032,-77.148437739,38.954943575,-77.14843657,1.262,-9.211,0.1013,-0.0507,0.1133,1.972,37.0,37.0,0.0
kafka,1789494833081,1789494833040,8140,38.954945611,-77.148436755,38.954945377,-77.14843657,1.347,-9.035,0.016,-0.026,0.0305,1.962,35.0,35.0,0.0
kafka,1789494833181,1789494833141,8140,38.954946166,-77.148435619,38.954945377,-77.148435417,1.446,-8.974,0.0175,-0.0876,0.0893,1.91,33.0,33.0,0.0
kafka,1789494833281,1789494833240,8140,38.954946224,-77.148434397,38.954945377,-77.148434263,1.552,-8.967,0.0116,-0.0941,0.0948,1.952,33.0,33.0,0.0
kafka,1789494833381,1789494833341,8140,38.954946297,-77.148432869,38.954946277,-77.148431956,1.684,-8.959,0.0792,-0.0022,0.0792,1.478,32.0,32.0,0.0
kafka,1789494833481,1789494833441,8140,38.954946816,-77.148432367,38.954946277,-77.148431956,1.728,-8.902,0.0356,-0.0598,0.0696,1.244,32.0,31.9875,-0.0125
kafka,1789494833581,1789494833539,8140,38.954950139,-77.148432509,38.954949881,-77.148431956,1.715,-8.533,0.048,-0.0286,0.0559,1.592,28.0,28.0,0.0
kafka,1789494833681,1789494833638,8140,38.954950167,-77.148431923,38.954949881,-77.148430802,1.766,-8.53,0.0971,-0.0318,0.1022,1.462,31.0,31.0,0.0
kafka,1789494833781,1789494833739,8140,38.954951108,-77.148431262,38.954950781,-77.148430802,1.824,-8.425,0.0398,-0.0362,0.0538,1.488,32.0,32.0,0.0
kafka,1789494833881,1789494833839,8140,38.954951177,-77.148429809,38.954950781,-77.148429648,1.95,-8.417,0.0139,-0.0439,0.0461,1.475,33.0,33.0,0.0
kafka,1789494833981,1789494833940,8140,38.954951675,-77.148428767,38.954950781,-77.148428495,2.04,-8.362,0.0236,-0.0992,0.102,1.542,37.0,37.0,0.0
kafka,1789494834081,1789494834042,8140,38.954955078,-77.148429415,38.954954384,-77.148428495,1.984,-7.984,0.0797,-0.0769,0.1108,1.568,34.0,34.0,0.0
kafka,1789494834181,1789494834141,8140,38.954956705,-77.148429311,38.954956186,-77.148428495,1.993,-7.804,0.0707,-0.0576,0.0912,1.828,34.0,34.0,0.0
kafka,1789494834281,1789494834242,8140,38.954957522,-77.148428719,38.954957087,-77.148428495,2.044,-7.713,0.0194,-0.0483,0.052,1.798,32.0,32.0,0.0
kafka,1789494834381,1789494834342,8140,38.954957957,-77.148427753,38.954957087,-77.148427341,2.128,-7.665,0.0357,-0.0966,0.103,1.739,30.0,30.0,0.0
kafka,1789494915672,1789494915623,8197,38.954875314,-77.148411149,38.954875116,-77.148410036,3.567,-16.839,0.0964,-0.022,0.0989,0.738,264.0,264.0,0.0
kafka,1789494915772,1789494915723,8197,38.954875289,-77.148411681,38.954875116,-77.14841119,3.521,-16.842,0.0426,-0.0192,0.0467,0.737,266.0,266.0,0.0
kafka,1789494915872,1789494915823,8197,38.954875289,-77.148411681,38.954875116,-77.14841119,3.521,-16.842,0.0426,-0.0192,0.0467,0.37,270.0,270.0,0.0
kafka,1789494915972,1789494915923,8197,38.954875289,-77.148411681,38.954875116,-77.14841119,3.521,-16.842,0.0426,-0.0192,0.0467,0.37,267.0,267.0,0.0
kafka,1789494916072,1789494916025,8197,38.954873755,-77.148411841,38.954873314,-77.14841119,3.507,-17.012,0.0564,-0.0489,0.0747,0.527,275.0,275.0,0.0
kafka,1789494916172,1789494916125,8197,38.954873755,-77.148411841,38.954873314,-77.14841119,3.507,-17.012,0.0564,-0.0489,0.0747,0.434,280.0,280.0,0.0
kafka,1789494916272,1789494916225,8197,38.954873755,-77.148411841,38.954873314,-77.14841119,3.507,-17.012,0.0564,-0.0489,0.0747,0.342,279.0,279.0,0.0
kafka,1789494916372,1789494916325,8197,38.954875263,-77.148412214,38.954875116,-77.14841119,3.475,-16.845,0.0888,-0.0164,0.0903,0.683,280.0,280.0,0.0
kafka,1789494916472,1789494916426,8197,38.954875263,-77.148412214,38.954875116,-77.14841119,3.475,-16.845,0.0888,-0.0164,0.0903,0.683,280.0,280.0,0.0
kafka,1789494916572,1789494916526,8197,38.954875263,-77.148412214,38.954875116,-77.14841119,3.475,-16.845,0.0888,-0.0164,0.0903,0.341,278.0,278.0,0.0
kafka,1789494916672,1789494916633,8197,38.954875263,-77.148412214,38.954875116,-77.14841119,3.475,-16.845,0.0888,-0.0164,0.0903,0.341,288.0,288.0,0.0
kafka,1789494916772,1789494916724,8197,38.954875263,-77.148412214,38.954875116,-77.14841119,3.475,-16.845,0.0888,-0.0164,0.0903,0.341,257.0,257.0,0.0
kafka,1789494916872,1789494916824,8197,38.954875289,-77.148411681,38.954875116,-77.14841119,3.521,-16.842,0.0426,-0.0192,0.0467,0.093,258.0,258.0,
kafka,1789494916972,1789494916924,8197,38.954875289,-77.148411681,38.954875116,-77.14841119,3.521,-16.842,0.0426,-0.0192,0.0467,0.093,266.0,266.0,
kafka,1789494917072,1789494917025,8197,38.954875289,-77.148411681,38.954875116,-77.14841119,3.521,-16.842,0.0426,-0.0192,0.0467,0.093,266.0,266.0,
kafka,1789494917172,1789494917126,8197,38.954875289,-77.148411681,38.954875116,-77.14841119,3.521,-16.842,0.0426,-0.0192,0.0467,0.093,267.0,267.0,
kafka,1789494917272,1789494917225,8197,38.954875289,-77.148411681,38.954875116,-77.14841119,3.521,-16.842,0.0426,-0.0192,0.0467,0.093,267.0,267.0,
kafka,1789494917372,1789494917327,8197,38.954875289,-77.148411681,38.954875116,-77.14841119,3.521,-16.842,0.0426,-0.0192,0.0467,0.0,0.0,0.0,
kafka,1789494917472,1789494917428,8197,38.954875289,-77.148411681,38.954875116,-77.14841119,3.521,-16.842,0.0426,-0.0192,0.0467,0.0,0.0,0.0,
kafka,1789494917572,1789494917528,8197,38.954875289,-77.148411681,38.954875116,-77.14841119,3.521,-16.842,0.0426,-0.0192,0.0467,0.0,0.0,0.0,
kafka,1789494917672,1789494917625,8197,38.954875289,-77.148411681,38.954875116,-77.14841119,3.521,-16.842,0.0426,-0.0192,0.0467,0.0,0.0,0.0,
kafka,1789494917772,1789494917725,8197,38.954875289,-77.148411681,38.954875116,-77.14841119,3.521,-16.842,0.0426,-0.0192,0.0467,0.0,0.0,0.0,
kafka,1789494917872,1789494917825,8197,38.954875289,-77.148411681,38.954875116,-77.14841119,3.521,-16.842,0.0426,-0.0192,0.0467,0.0,0.0,0.0,
kafka,1789494917972,1789494917925,8197,38.954875289,-77.148411681,38.954875116,-77.14841119,3.521,-16.842,0.0426,-0.0192,0.0467,0.0,0.0,0.0,
kafka,1789494918072,1789494918026,8197,38.954875289,-77.148411681,38.954875116,-77.14841119,3.521,-16.842,0.0426,-0.0192,0.0467,0.0,0.0,0.0,
kafka,1789494918172,1789494918127,8197,38.954875289,-77.148411681,38.954875116,-77.14841119,3.521,-16.842,0.0426,-0.0192,0.0467,0.0,0.0,0.0,
kafka,1789494918272,1789494918226,8197,38.954875289,-77.148411681,38.954875116,-77.14841119,3.521,-16.842,0.0426,-0.0192,0.0467,0.0,0.0,0.0,
kafka,1789494918372,1789494918328,8197,38.95487378,-77.148411303,38.954873314,-77.14841119,3.554,-17.01,0.0098,-0.0518,0.0527,0.0,0.0,0.0,
kafka,1789494918473,1789494918427,8197,38.954875263,-77.148412214,38.954875116,-77.14841119,3.475,-16.845,0.0888,-0.0164,0.0903,0.0,0.0,0.0,
kafka,1789494918573,1789494918528,8197,38.954875289,-77.148411681,38.954875116,-77.14841119,3.521,-16.842,0.0426,-0.0192,0.0467,0.0,0.0,0.0,
kafka,1789494918673,1789494918627,8197,38.954875289,-77.148411681,38.954875116,-77.14841119,3.521,-16.842,0.0426,-0.0192,0.0467,0.0,0.0,0.0,
kafka,1789494918773,1789494918726,8197,38.954875263,-77.148412214,38.954875116,-77.14841119,3.475,-16.845,0.0888,-0.0164,0.0903,0.891,139.0,139.0,-0.0
kafka,1789494918873,1789494918827,8197,38.954875289,-77.148411681,38.954875116,-77.14841119,3.521,-16.842,0.0426,-0.0192,0.0467,0.643,319.0,319.0,0.0
kafka,1789494918973,1789494918926,8197,38.954875263,-77.148412214,38.954875116,-77.14841119,3.475,-16.845,0.0888,-0.0164,0.0903,0.37,313.0,313.0,0.0
kafka,1789494919073,1789494919028,8197,38.954875263,-77.148412214,38.954875116,-77.14841119,3.475,-16.845,0.0888,-0.0164,0.0903,0.278,266.0,266.0,0.0
kafka,1789494919173,1789494919129,8197,38.954875263,-77.148412214,38.954875116,-77.14841119,3.475,-16.845,0.0888,-0.0164,0.0903,0.278,266.0,266.0,0.0
kafka,1789494919273,1789494919228,8197,38.954875263,-77.148412214,38.954875116,-77.14841119,3.475,-16.845,0.0888,-0.0164,0.0903,0.185,266.0,266.0,0.0
kafka,1789494919373,1789494919329,8197,38.954875263,-77.148412214,38.954875116,-77.14841119,3.475,-16.845,0.0888,-0.0164,0.0903,0.093,266.0,266.0,
kafka,1789494919473,1789494919429,8197,38.954875263,-77.148412214,38.954875116,-77.14841119,3.475,-16.845,0.0888,-0.0164,0.0903,0.0,0.0,0.0,
kafka,1789494919573,1789494919529,8197,38.954875263,-77.148412214,38.954875116,-77.14841119,3.475,-16.845,0.0888,-0.0164,0.0903,0.0,0.0,0.0,
kafka,1789494919673,1789494919636,8197,38.954875263,-77.148412214,38.954875116,-77.14841119,3.475,-16.845,0.0888,-0.0164,0.0903,0.0,0.0,0.0,
kafka,1789494919773,1789494919727,8197,38.954875263,-77.148412214,38.954875116,-77.14841119,3.475,-16.845,0.0888,-0.0164,0.0903,0.0,0.0,0.0,
kafka,1789494919873,1789494919828,8197,38.954875263,-77.148412214,38.954875116,-77.14841119,3.475,-16.845,0.0888,-0.0164,0.0903,0.0,0.0,0.0,
kafka,1789494919973,1789494919928,8197,38.954876745,-77.14841258,38.954876016,-77.148412343,3.443,-16.68,0.0205,-0.0809,0.0835,0.335,266.0,266.0,0.0
kafka,1789494920073,1789494920030,8197,38.954875263,-77.148412214,38.954875116,-77.14841119,3.475,-16.845,0.0888,-0.0164,0.0903,0.67,266.0,266.0,0.0
kafka,1789494932053,1789494932039,8184,38.954943659,-77.148445537,38.954943575,-77.148444646,0.586,-9.252,0.0772,-0.0093,0.0778,0.988,70.0,70.0,0.0
kafka,1789494932158,1789494932140,8184,38.954940442,-77.148445601,38.954939972,-77.148444646,0.581,-9.609,0.0828,-0.0522,0.0979,1.703,159.0,159.0,-0.0
kafka,1789494932260,1789494932240,8184,38.954939873,-77.148445881,38.954939071,-77.148444646,0.556,-9.672,0.1071,-0.089,0.1392,1.838,172.0,172.0,0.0
kafka,1789494932361,1789494932341,8184,38.954939873,-77.148445881,38.954939071,-77.148444646,0.556,-9.672,0.1071,-0.089,0.1392,1.733,175.0,175.0,-0.0
kafka,1789494932461,1789494932441,8184,38.954939857,-77.148446205,38.954939071,-77.148445799,0.528,-9.674,0.0352,-0.0873,0.0941,1.466,174.0,174.0,-0.0
kafka,1789494932561,1789494932541,8184,38.954939297,-77.148446165,38.954939071,-77.148445799,0.532,-9.736,0.0317,-0.0251,0.0404,1.031,171.0,171.0,-0.0
kafka,1789494932661,1789494932639,8184,38.954936977,-77.148446334,38.954936369,-77.148445799,0.517,-9.994,0.0464,-0.0675,0.0819,0.832,177.0,177.0,0.0
kafka,1789494932761,1789494932740,8184,38.954933948,-77.148446128,38.954933666,-77.148445799,0.535,-10.33,0.0285,-0.0312,0.0423,1.37,194.0,194.0,0.0
kafka,1789494932861,1789494932842,8184,38.954933321,-77.148446085,38.954932766,-77.148445799,0.539,-10.4,0.0248,-0.0616,0.0664,1.51,186.0,185.9875,-0.0125
kafka,1789494932961,1789494932939,8184,38.954932703,-77.148445696,38.954931865,-77.148444646,0.572,-10.468,0.091,-0.093,0.1302,1.606,185.0,185.0,0.0
kafka,1789494933061,1789494933040,8184,38.954932061,-77.14844565,38.954931865,-77.148444646,0.576,-10.54,0.0871,-0.0218,0.0898,1.624,190.0,190.0,0.0
kafka,1789494933162,1789494933141,8184,38.954932061,-77.14844565,38.954931865,-77.148444646,0.576,-10.54,0.0871,-0.0218,0.0898,1.109,201.0,201.0,-0.0
